"min_temp","winter_season","model_type","pred","lwr","upr"
9,"2025-26","parallel",12.386881297076,10.7517103173292,14.2707368166858
9.5,"2025-26","parallel",12.4342744953849,10.7465672630996,14.387029685048
10,"2025-26","parallel",12.4825093537412,10.7388970951849,14.5092217929997
-25,"2021-22","shape",23.4646968184469,18.3972126963562,29.9280116977004
-24.5,"2021-22","shape",23.2642561465358,18.3289483942977,29.5284597025768
-24,"2021-22","shape",23.0655276835345,18.2605761616951,29.1348182340436
-23.5,"2021-22","shape",22.8684968033726,18.1920762526413,28.7470291341777
-23,"2021-22","shape",22.673149004919,18.1234274041817,28.3650368296589
-22.5,"2021-22","shape",22.4794699109146,18.054606694004,27.9887884593762
-22,"2021-22","shape",22.2874452669139,17.9855893835935,27.6182340167733
-21.5,"2021-22","shape",22.0970609402359,17.9163487454101,27.2533265083708
-21,"2021-22","shape",21.9083029189246,17.8468558725568,26.8940221299942
-20.5,"2021-22","shape",21.7211573107168,17.7770794693313,26.5402804623145
-20,"2021-22","shape",21.535610342563,17.7069856187804,26.1920646919602
-19.5,"2021-22","shape",21.3516483707646,17.6365374997944,25.8493419217966
-19,"2021-22","shape",21.169257889308,17.5656951577581,25.5120833852171
-18.5,"2021-22","shape",20.9884255210244,17.4944153265686,25.1802645374826
-18,"2021-22","shape",20.8091380083812,17.4226511593363,24.853865275252
-17.5,"2021-22","shape",20.6313822068244,17.3503518575963,24.5328702989795
-17,"2021-22","shape",20.4551450791382,17.2774622501515,24.2172695359193
-16.5,"2021-22","shape",20.2804136945706,17.2039223521795,23.9070585883469
-16,"2021-22","shape",20.107175227939,17.1296668915421,23.6022392149767
-15.5,"2021-22","shape",19.9354169512372,17.0546247774898,23.3028198629281
-15,"2021-22","shape",19.7651262256707,16.9787185811128,23.0088161748124
-14.5,"2021-22","shape",19.5962904939577,16.9018640593963,22.7202514334561
-14,"2021-22","shape",19.4288972854537,16.8239697685019,22.4371569209212
-13.5,"2021-22","shape",19.2629342256628,16.7449367085783,22.1595722599608
-13,"2021-22","shape",19.0983890271241,16.6646579197335,21.8875457983123
-12.5,"2021-22","shape",18.9352494923611,16.5830181719886,21.6211349236534
-12,"2021-22","shape",18.7735035246464,16.4998938004543,21.3604062457788
-11.5,"2021-22","shape",18.6131391311293,16.4151526595269,21.1054356606125
-11,"2021-22","shape",18.4541444277373,16.3286543763414,20.8563081017392
-10.5,"2021-22","shape",18.2965076427108,16.2402510030794,20.6131168697021
-10,"2021-22","shape",18.1402171231747,16.1497880670115,20.3759625767532
-9.5,"2021-22","shape",17.9852613378313,16.0571061070937,20.1449516016579
-9,"2021-22","shape",17.8316288738629,15.9620427667193,19.920193984077
-8.5,"2021-22","shape",17.6793084354851,15.8644354967214,19.7018007241171
-8,"2021-22","shape",17.5282888401399,15.7641249543989,19.4898803804292
-7.5,"2021-22","shape",17.3785590120981,15.6609591387532,19.284534916488
-7,"2021-22","shape",17.2301079754991,15.5547982088448,19.085854850791
-6.5,"2021-22","shape",17.0829248478395,15.4455198092767,18.8939138960968
-6,"2021-22","shape",16.9369988351638,15.3330245791743,18.7087634315779
-5.5,"2021-22","shape",16.7923192294422,15.2172415430079,18.53042710182
-5,"2021-22","shape",16.6488754068724,15.0981329609215,18.3588959662099
-4.5,"2021-22","shape",16.5066568289586,14.9756982614202,18.1941245685306
-4,"2021-22","shape",16.3656530457845,14.8499766819417,18.0360282949599
-3.5,"2021-22","shape",16.2258537005831,14.7210483036084,17.8844823332446
-3,"2021-22","shape",16.0872485346923,14.5890332866566,17.7393224302026
-2.5,"2021-22","shape",15.949827391891,14.4540892846229,17.600347474106
-2,"2021-22","shape",15.8135802211608,14.3164072163139,17.4673237239388
-1.5,"2021-22","shape",15.6784970771235,14.176205757345,17.3399903193426
-1,"2021-22","shape",15.5445681177209,14.0337250287515,17.2180655863941
-0.5,"2021-22","shape",15.4117835990959,13.8892199840292,17.1012536325641
0,"2021-22","shape",15.2801338680354,13.7429539387456,16.9892507874033
0.5,"2021-22","shape",15.1496093526911,13.5951925850927,16.8817515531781
1,"2021-22","shape",15.0202005525549,13.4461987264049,16.7784538388487
1.5,"2021-22","shape",14.891898028784,13.2962278753911,16.6790633387198
2,"2021-22","shape",14.7646923959416,13.1455247848988,16.5832969861501
2.5,"2021-22","shape",14.638574316048,12.9943209116484,16.490885477083
3,"2021-22","shape",14.5135344955421,12.8428327470219,16.4015749252933
3.5,"2021-22","shape",14.3895636853964,12.6912608925842,16.3151277724556
4,"2021-22","shape",14.2666526842502,12.5397897263139,16.2313231126926
4.5,"2021-22","shape",14.144792344084,12.3885875075824,16.1499565898696
5,"2021-22","shape",14.0239735777066,12.2378067989949,16.070839991065
5.5,"2021-22","shape",13.9041873672557,12.0875851241252,15.9938006110004
6,"2021-22","shape",13.7854247728744,11.938045805402,15.9186804328214
6.5,"2021-22","shape",13.6676769393456,11.7892989176208,15.8453351826639
7,"2021-22","shape",13.5509351005003,11.6414423126265,15.7736332978953
7.5,"2021-22","shape",13.435190581048,11.4945626471302,15.7034548847448
8,"2021-22","shape",13.3204347982198,11.3487363587954,15.6346907359525
8.5,"2021-22","shape",13.2066592594033,11.2040305737569,15.5672414177909
9,"2021-22","shape",13.0938555607518,11.0605039370536,15.5010164474931
